timestamp	CO2	PM2.5	humidity	temperature	CRI	CRI_pred	fan_speed_fuzzy
2024-07-26 03:01:00	614.3	19.1	61.5	23.2	0.582	0.583	2
2024-07-26 03:02:00	592.9	21.7	64.0	25.2	0.585	0.575	2
2024-07-26 03:03:00	748.2	21.1	62.5	25.1	0.591	0.58	2
2024-07-26 03:04:00	677.7	14.9	56.5	24.0	0.579	0.599	2
2024-07-26 03:05:00	771.4	32.6	62.7	25.5	0.602	0.627	2
2024-07-26 03:06:00	747.3	11.6	62.1	25.2	0.582	0.585	2
2024-07-26 03:07:00	692.7	12.6	62.9	23.8	0.581	0.575	2
2024-07-26 03:08:00	615.3	19.2	46.4	21.7	0.574	0.578	2
2024-07-26 03:09:00	548.5	28.6	44.0	25.2	0.578	0.575	2
2024-07-26 03:10:00	655.3	13.8	51.1	24.3	0.574	0.58	2
2024-07-26 03:11:00	785.6	16.7	54.8	24.0	0.584	0.588	2
2024-07-26 03:12:00	721.4	23.4	52.6	23.3	0.586	0.586	2
2024-07-26 03:13:00	575.4	17.9	36.2	25.1	0.566	0.565	2
2024-07-26 03:14:00	717.3	16.3	72.2	24.5	0.59	0.588	2
2024-07-26 03:15:00	738.5	20.8	52.3	23.6	0.585	0.594	2
2024-07-26 03:16:00	611.6	19.4	56.7	22.2	0.58	0.578	2
2024-07-26 03:17:00	715.4	23.2	67.4	25.6	0.594	0.614	2
2024-07-26 03:18:00	705.8	24.5	31.6	24.9	0.575	0.596	2
2024-07-26 03:19:00	585.7	19.5	49.9	24.4	0.575	0.571	2
2024-07-26 03:20:00	735.8	19.5	51.1	20.0	0.583	0.579	2
2024-07-26 03:21:00	756.1	19.1	51.6	23.9	0.583	0.583	2
2024-07-26 03:22:00	808.3	20.4	53.3	23.6	0.588	0.581	2
2024-07-26 03:23:00	805.4	18.3	69.5	23.1	0.595	0.603	2
2024-07-26 03:24:00	562.2	18.0	61.7	25.1	0.579	0.591	2
2024-07-26 03:25:00	606.2	24.0	64.6	25.1	0.588	0.601	2
2024-07-26 03:26:00	751.5	25.6	55.5	24.7	0.591	0.589	2
2024-07-26 03:27:00	751.4	10.5	41.0	25.6	0.57	0.568	2
2024-07-26 03:28:00	751.5	18.1	34.2	22.5	0.573	0.553	2
2024-07-26 03:29:00	1085.3	14.6	39.7	23.3	0.588	0.582	2
2024-07-26 03:30:00	757.1	16.4	58.6	24.1	0.585	0.576	2
2024-07-26 03:31:00	813.6	20.0	55.3	23.1	0.589	0.578	2
2024-07-26 03:32:00	795.4	21.3	52.9	25.1	0.588	0.583	2
2024-07-26 03:33:00	765.1	17.4	51.3	23.2	0.582	0.579	2
2024-07-26 03:34:00	668.5	8.4	75.1	25.9	0.582	0.582	2
2024-07-26 03:35:00	775.9	13.2	46.8	22.6	0.577	0.59	2
2024-07-26 03:36:00	622.7	22.5	64.3	27.2	0.587	0.599	2
2024-07-26 03:37:00	676.3	4.3	55.0	27.0	0.569	0.558	2
2024-07-26 03:38:00	651.5	23.9	54.4	23.9	0.584	0.589	2
2024-07-26 03:39:00	708.2	20.6	66.8	25.7	0.591	0.583	2
2024-07-26 03:40:00	931.5	24.6	69.6	23.4	0.606	0.607	2
2024-07-26 03:41:00	513.3	17.0	52.6	25.5	0.571	0.584	2
2024-07-26 03:42:00	768.6	7.7	63.0	23.7	0.58	0.575	2
2024-07-26 03:43:00	538.7	20.2	58.6	22.1	0.578	0.568	2
2024-07-26 03:44:00	652.8	24.4	55.1	18.7	0.585	0.586	2
2024-07-26 03:45:00	808.9	22.6	57.0	23.6	0.592	0.605	2
2024-07-26 03:46:00	706.4	14.7	48.1	24.4	0.576	0.596	2
2024-07-26 03:47:00	592.2	18.4	51.9	26.0	0.576	0.569	2
2024-07-26 03:48:00	628.5	15.3	49.2	24.1	0.573	0.574	2
2024-07-26 03:49:00	768.0	13.9	64.0	25.5	0.586	0.589	2
2024-07-26 03:50:00	627.0	22.8	54.0	23.3	0.582	0.568	2
2024-07-26 03:51:00	721.6	12.0	42.0	23.5	0.571	0.556	2
2024-07-26 03:52:00	704.6	13.5	47.8	25.6	0.574	0.578	2
2024-07-26 03:53:00	634.8	12.5	30.0	20.3	0.561	0.557	2
2024-07-26 03:54:00	914.4	10.5	50.1	24.0	0.583	0.569	2
2024-07-26 03:55:00	763.4	18.7	55.4	23.4	0.586	0.592	2
2024-07-26 03:56:00	497.5	23.8	53.6	26.0	0.577	0.577	2
2024-07-26 03:57:00	718.6	17.1	74.8	23.2	0.592	0.592	2
2024-07-26 03:58:00	633.8	10.5	60.7	24.8	0.575	0.564	2
2024-07-26 03:59:00	785.2	22.2	60.3	25.4	0.592	0.575	2
2024-07-26 04:00:00	620.7	26.4	38.6	21.8	0.576	0.57	2
2024-07-26 04:01:00	688.5	14.8	51.4	23.8	0.577	0.577	2
2024-07-26 04:02:00	750.5	15.6	50.1	23.4	0.579	0.572	2
2024-07-26 04:03:00	786.6	20.6	47.1	25.4	0.584	0.573	2
2024-07-26 04:04:00	580.0	26.1	47.0	25.0	0.579	0.575	2
2024-07-26 04:05:00	666.5	15.4	36.9	23.7	0.568	0.569	2
2024-07-26 04:06:00	652.5	11.3	42.2	22.4	0.567	0.581	2
2024-07-26 04:07:00	634.7	21.2	63.7	25.6	0.586	0.588	2
2024-07-26 04:08:00	876.5	22.0	53.6	23.9	0.593	0.578	2
2024-07-26 04:09:00	740.5	18.0	49.9	21.6	0.581	0.561	2
2024-07-26 04:10:00	573.9	15.2	54.9	21.7	0.574	0.549	2
2024-07-26 04:11:00	791.8	23.0	66.7	24.7	0.597	0.6	2
2024-07-26 04:12:00	912.2	20.6	55.0	22.1	0.594	0.583	2
2024-07-26 04:13:00	803.2	14.2	60.4	26.8	0.586	0.591	2
2024-07-26 04:14:00	548.1	18.2	46.5	22.6	0.57	0.582	2
2024-07-26 04:15:00	651.6	11.2	48.8	24.0	0.57	0.576	2
2024-07-26 04:16:00	826.7	21.4	58.5	24.2	0.592	0.59	2
2024-07-26 04:17:00	629.2	16.7	73.9	22.9	0.587	0.606	2
2024-07-26 04:18:00	744.4	15.8	69.3	20.6	0.589	0.585	2
2024-07-26 04:19:00	777.5	17.8	60.8	24.3	0.588	0.579	2
2024-07-26 04:20:00	607.3	18.2	56.5	22.9	0.579	0.582	2
2024-07-26 04:21:00	694.0	22.5	69.0	24.2	0.593	0.601	2
2024-07-26 04:22:00	400.0	21.0	62.9	23.8	0.575	0.549	2
2024-07-26 04:23:00	597.6	17.2	32.1	24.4	0.564	0.575	2
2024-07-26 04:24:00	674.7	21.8	44.5	26.3	0.578	0.562	2
2024-07-26 04:25:00	575.2	20.0	58.4	23.2	0.58	0.559	2
2024-07-26 04:26:00	863.2	15.9	37.1	23.3	0.578	0.575	2
2024-07-26 04:27:00	557.0	17.4	46.0	21.5	0.57	0.559	2
2024-07-26 04:28:00	656.0	17.3	48.0	23.7	0.575	0.58	2
2024-07-26 04:29:00	713.1	20.5	52.4	24.6	0.583	0.587	2
2024-07-26 04:30:00	844.1	16.2	52.1	23.3	0.585	0.588	2
2024-07-26 04:31:00	556.4	16.0	52.1	24.6	0.572	0.584	2
2024-07-26 04:32:00	816.3	27.8	63.3	23.7	0.6	0.597	2
2024-07-26 04:33:00	701.0	22.7	52.3	22.0	0.584	0.588	2
2024-07-26 04:34:00	601.8	14.2	51.2	24.5	0.572	0.555	2
2024-07-26 04:35:00	746.2	20.9	41.5	23.7	0.579	0.589	2
2024-07-26 04:36:00	719.9	18.6	65.2	24.2	0.589	0.584	2
2024-07-26 04:37:00	640.0	20.0	48.3	23.1	0.577	0.574	2
2024-07-26 04:38:00	707.0	18.7	44.1	23.0	0.577	0.573	2
2024-07-26 04:39:00	661.5	23.9	57.1	24.2	0.586	0.585	2
2024-07-26 04:40:00	711.4	19.7	47.3	23.7	0.58	0.576	2
2024-07-26 04:41:00	766.2	17.7	49.7	26.6	0.582	0.56	2
2024-07-26 04:42:00	858.6	23.2	57.6	25.2	0.595	0.607	2
2024-07-26 04:43:00	576.2	19.2	51.7	24.8	0.575	0.569	2
2024-07-26 04:44:00	913.3	18.6	78.1	23.7	0.604	0.6	2
2024-07-26 04:45:00	504.8	19.6	54.3	21.0	0.574	0.572	2
2024-07-26 04:46:00	684.8	17.5	61.2	22.8	0.584	0.589	2
2024-07-26 04:47:00	758.8	18.0	35.6	23.0	0.574	0.569	2
2024-07-26 04:48:00	728.1	15.1	46.4	23.6	0.576	0.587	2
2024-07-26 04:49:00	637.7	14.2	44.1	23.9	0.57	0.589	2
2024-07-26 04:50:00	679.2	13.0	45.5	25.0	0.572	0.588	2
2024-07-26 04:51:00	650.7	11.0	59.2	24.4	0.576	0.578	2
2024-07-26 04:52:00	641.1	13.6	65.4	25.7	0.581	0.575	2
2024-07-26 04:53:00	785.0	17.1	58.4	23.5	0.587	0.581	2
2024-07-26 04:54:00	735.7	18.5	52.7	24.4	0.583	0.579	2
2024-07-26 04:55:00	630.7	16.6	48.7	24.5	0.574	0.566	2
2024-07-26 04:56:00	790.0	6.2	66.1	24.4	0.581	0.585	2
2024-07-26 04:57:00	730.7	25.9	75.7	25.9	0.601	0.599	2
2024-07-26 04:58:00	781.3	23.4	56.4	25.2	0.591	0.591	2
2024-07-26 04:59:00	763.0	20.2	64.4	22.0	0.592	0.588	2
2024-07-26 05:00:00	617.1	27.5	58.4	23.8	0.588	0.593	2
2024-07-26 05:01:00	644.0	13.1	62.6	24.0	0.579	0.582	2
2024-07-26 05:02:00	774.7	27.4	43.4	27.2	0.587	0.583	2
2024-07-26 05:03:00	761.0	13.2	50.1	23.5	0.578	0.576	2
2024-07-26 05:04:00	697.9	19.2	59.0	22.5	0.585	0.583	2
2024-07-26 05:05:00	711.7	11.6	67.1	24.7	0.583	0.59	2
2024-07-26 05:06:00	827.8	18.1	46.8	24.7	0.583	0.576	2
2024-07-26 05:07:00	640.8	19.9	34.7	23.9	0.57	0.565	2
2024-07-26 05:08:00	754.7	17.2	50.0	23.7	0.581	0.562	2
2024-07-26 05:09:00	679.8	21.6	65.1	25.4	0.589	0.579	2
2024-07-26 05:10:00	678.2	18.5	39.2	22.7	0.573	0.57	2
2024-07-26 05:11:00	809.9	15.4	43.2	23.5	0.578	0.574	2
2024-07-26 05:12:00	782.5	15.2	56.6	23.2	0.584	0.564	2
2024-07-26 05:13:00	781.4	22.1	53.8	25.6	0.588	0.594	2
2024-07-26 05:14:00	830.5	14.7	60.9	24.4	0.588	0.579	2
2024-07-26 05:15:00	702.1	22.6	42.7	22.4	0.579	0.563	2
2024-07-26 05:16:00	768.2	24.1	51.8	22.6	0.588	0.592	2
2024-07-26 05:17:00	669.0	9.7	67.0	26.8	0.579	0.588	2
2024-07-26 05:18:00	732.4	23.7	43.1	25.6	0.582	0.557	2
2024-07-26 05:19:00	687.0	28.3	69.8	25.3	0.598	0.605	2
2024-07-26 05:20:00	709.7	19.3	44.3	24.0	0.578	0.575	2
2024-07-26 05:21:00	759.5	21.0	63.5	26.3	0.592	0.589	2
2024-07-26 05:22:00	618.2	23.2	51.3	22.3	0.581	0.569	2
2024-07-26 05:23:00	909.2	16.6	43.6	25.1	0.584	0.583	2
2024-07-26 05:24:00	599.4	18.9	50.0	23.3	0.575	0.574	2
2024-07-26 05:25:00	578.6	11.4	60.4	23.6	0.573	0.596	2
2024-07-26 05:26:00	815.8	18.7	54.9	25.1	0.588	0.593	2
2024-07-26 05:27:00	779.2	20.5	66.2	23.8	0.594	0.594	2
2024-07-26 05:28:00	762.4	20.6	69.4	23.3	0.595	0.606	2
2024-07-26 05:29:00	762.8	23.3	43.2	23.3	0.583	0.592	2
2024-07-26 05:30:00	698.8	14.1	42.4	21.0	0.572	0.557	2
2024-07-26 05:31:00	610.3	15.3	42.0	25.1	0.569	0.575	2
2024-07-26 05:32:00	707.6	27.5	46.0	22.5	0.585	0.586	2
2024-07-26 05:33:00	632.3	17.2	66.0	26.8	0.584	0.577	2
2024-07-26 05:34:00	797.5	19.0	60.6	23.6	0.59	0.58	2
2024-07-26 05:35:00	685.3	17.7	49.5	26.0	0.578	0.576	2
2024-07-26 05:36:00	617.5	13.9	54.9	21.3	0.574	0.574	2
2024-07-26 05:37:00	667.9	26.1	69.0	25.1	0.595	0.606	2
2024-07-26 05:38:00	741.3	15.4	74.1	25.5	0.591	0.569	2
2024-07-26 05:39:00	643.6	12.4	57.6	26.0	0.576	0.563	2
2024-07-26 05:40:00	617.8	15.7	30.0	21.7	0.563	0.565	2
2024-07-26 05:41:00	724.4	8.0	58.0	22.9	0.576	0.574	2
2024-07-26 05:42:00	724.5	14.7	64.3	24.9	0.585	0.586	2
2024-07-26 05:43:00	649.3	13.2	57.2	24.2	0.576	0.572	2
2024-07-26 05:44:00	652.9	21.1	62.3	24.4	0.586	0.589	2
2024-07-26 05:45:00	723.2	14.6	58.6	23.5	0.582	0.566	2
2024-07-26 05:46:00	555.2	22.4	42.7	26.3	0.572	0.593	2
2024-07-26 05:47:00	559.3	25.0	46.1	27.9	0.577	0.581	2
2024-07-26 05:48:00	628.2	21.9	51.8	24.2	0.58	0.585	2
2024-07-26 05:49:00	678.7	16.9	65.7	24.7	0.586	0.575	2
2024-07-26 05:50:00	731.1	18.7	47.3	24.1	0.58	0.574	2
2024-07-26 05:51:00	847.5	10.4	59.6	25.9	0.584	0.589	2
2024-07-26 05:52:00	785.8	17.3	58.0	25.2	0.587	0.583	2
2024-07-26 05:53:00	684.0	13.7	70.9	22.4	0.586	0.588	2
2024-07-26 05:54:00	698.1	21.5	54.6	23.1	0.585	0.577	2
2024-07-26 05:55:00	599.7	30.9	37.5	22.5	0.579	0.565	2
